tanggal,Produk,penjualan
2025-02-11,Espresso / ICE,1
2025-02-11,Hazelnut Coffee / ICE,1
2025-02-11,Kopi Aren / ICE,7
2025-02-11,Oat Latte / HOT,1
2025-02-11,Rum Coffee / HOT,2
2025-02-11,Signature Coffee / ICE,1
2025-02-12,Capuccino / ICE,1
2025-02-12,Espresso / ICE,1
2025-02-12,Hazelnut Coffee / ICE,2
2025-02-12,Kopi Aren / ICE,3
2025-02-12,Rum Coffee / ICE,1
2025-02-13,Americano / ICE,4
2025-02-13,Capuccino / HOT,1
2025-02-13,Capuccino / ICE,2
2025-02-13,Hazelnut Coffee / ICE,1
2025-02-13,Kopi Aren / ICE,2
2025-02-13,Salted Caramel Machiato / ICE,1
2025-02-14,Americano / ICE,1
2025-02-14,Capuccino / ICE,4
2025-02-14,Hazelnut Coffee / ICE,1
2025-02-14,Kopi Aren / ICE,5
2025-02-15,Americano / HOT,2
2025-02-15,Americano / ICE,1
2025-02-15,Capuccino / HOT,1
2025-02-15,Capuccino / ICE,1
2025-02-15,Espresso / HOT,1
2025-02-15,Hazelnut Coffee / ICE,1
2025-02-15,Kopi Aren / ICE,7
2025-02-15,Signature Coffee / ICE,1
2025-02-16,Americano / HOT,5
2025-02-16,Americano / ICE,1
2025-02-16,Butterscotch Coffee / ICE,1
2025-02-16,Capuccino / ICE,1
2025-02-16,Kopi Aren / ICE,5
2025-02-16,Kopi Pandan / ICE,1
2025-02-16,Signature Coffee / ICE,1
2025-02-17,Americano / ICE,1
2025-02-17,Butterscotch Coffee / ICE,1
2025-02-17,Capuccino / HOT,1
2025-02-17,Capuccino / ICE,3
2025-02-17,Hazelnut Coffee / HOT,1
2025-02-17,Hazelnut Coffee / ICE,1
2025-02-17,Kopi Aren / ICE,5
2025-02-18,Kopi Aren / ICE,9
2025-02-18,Oat Latte / ICE,3
2025-02-19,Butterscotch Coffee / HOT,1
2025-02-19,Capuccino / ICE,1
2025-02-19,Hazelnut Coffee / ICE,3
2025-02-19,Kopi Aren / ICE,1
2025-02-19,Oat Latte / HOT,1
2025-02-20,Capuccino / HOT,1
2025-02-20,Capuccino / ICE,2
2025-02-20,Espresso / ICE,1
2025-02-20,Hazelnut Coffee / HOT,2
2025-02-20,Kopi Aren / HOT,1
2025-02-20,Kopi Aren / ICE,3
2025-02-20,Longblack / HOT,1
2025-02-20,Salted Caramel Machiato / ICE,1
2025-02-21,Americano / HOT,1
2025-02-21,Americano / ICE,1
2025-02-21,Capuccino / ICE,4
2025-02-21,Hazelnut Coffee / HOT,1
2025-02-21,Hazelnut Coffee / ICE,1
2025-02-21,Kopi Aren / HOT,3
2025-02-21,Kopi Aren / ICE,8
2025-02-22,Americano / ICE,1
2025-02-22,Butterscotch Coffee / ICE,1
2025-02-22,Capuccino / ICE,1
2025-02-22,Espresso / HOT,1
2025-02-22,Kopi Aren / HOT,3
2025-02-22,Kopi Aren / ICE,2
2025-02-22,Matcha Coffee / ICE,1
2025-02-22,Rum Coffee / ICE,1
2025-02-23,Americano / HOT,1
2025-02-23,Avocado Coffee / ICE,1
2025-02-23,Hazelnut Coffee / ICE,4
2025-02-23,Kopi Aren / ICE,7
2025-02-24,Americano / ICE,2
2025-02-24,Butterscotch Coffee / ICE,1
2025-02-24,Capuccino / HOT,1
2025-02-24,Capuccino / ICE,1
2025-02-24,Hazelnut Coffee / ICE,1
2025-02-24,Kopi Aren / HOT,2
2025-02-24,Kopi Aren / ICE,3
2025-02-24,Longblack / HOT,1
2025-02-24,Salted Caramel Machiato / HOT,1
2025-02-24,Signature Coffee / HOT,1
2025-02-25,Americano / HOT,1
2025-02-25,Kopi Aren / HOT,2
2025-02-25,Kopi Aren / ICE,2
2025-02-26,#NAME?,2
2025-02-26,Americano / ICE,4
2025-02-26,Butterscotch Coffee / ICE,1
2025-02-26,Capuccino / HOT,1
2025-02-26,Hazelnut Coffee / ICE,1
2025-02-26,Kopi Aren / ICE,5
2025-02-26,Oat Latte / ICE,1
2025-02-26,Salted Caramel Machiato / ICE,2
2025-02-26,Signature Coffee / HOT,1
2025-02-27,Americano / HOT,1
2025-02-27,Capuccino / HOT,1
2025-02-27,Capuccino / ICE,2
2025-02-27,Hazelnut Coffee / ICE,2
2025-02-27,Kopi Aren / HOT,1
2025-02-27,Kopi Aren / ICE,6
2025-02-27,Oat Latte / ICE,1
2025-02-28,Americano / HOT,2
2025-02-28,Americano / ICE,1
2025-02-28,Capuccino / HOT,1
2025-02-28,Capuccino / ICE,2
2025-02-28,Kopi Aren / ICE,5
2025-02-28,Kopi Pandan / ICE,1
2025-02-28,Oat Latte / ICE,1
2025-02-28,Rum Coffee / ICE,1
2025-02-28,Salted Caramel Machiato / ICE,4
2025-02-28,Signature Coffee / ICE,2
2025-03-01,#NAME?,1
2025-03-01,Americano / HOT,1
2025-03-01,Americano / ICE,1
2025-03-01,Butterscotch Coffee / ICE,1
2025-03-01,Capuccino / ICE,2
2025-03-01,Hazelnut Coffee / ICE,2
2025-03-01,Kopi Aren / HOT,3
2025-03-01,Kopi Aren / ICE,5
2025-03-01,Salted Caramel Machiato / ICE,1
2025-03-02,Americano / ICE,1
2025-03-02,Avocado Coffee / ICE,2
2025-03-02,Capuccino / HOT,1
2025-03-02,Capuccino / ICE,1
2025-03-02,Espresso / ICE,1
2025-03-02,Kopi Aren / HOT,7
2025-03-02,Kopi Aren / ICE,3
2025-03-02,Oat Latte / HOT,1
2025-03-02,Salted Caramel Machiato / ICE,1
2025-03-03,Capuccino / ICE,1
2025-03-03,Hazelnut Coffee / ICE,2
2025-03-03,Kopi Aren / HOT,1
2025-03-03,Kopi Aren / ICE,5
2025-03-04,Capuccino / HOT,2
2025-03-04,Hazelnut Coffee / HOT,1
2025-03-04,Hazelnut Coffee / ICE,2
2025-03-04,Kopi Aren / ICE,6
2025-03-04,Rum Coffee / ICE,1
2025-03-05,Americano / HOT,1
2025-03-05,Americano / ICE,1
2025-03-05,Capuccino / ICE,2
2025-03-05,Espresso / HOT,1
2025-03-05,Hazelnut Coffee / ICE,2
2025-03-05,Kopi Aren / HOT,5
2025-03-05,Kopi Aren / ICE,6
2025-03-05,Salted Caramel Machiato / ICE,1
2025-03-06,Americano / HOT,1
2025-03-06,Americano / ICE,1
2025-03-06,Butterscotch Coffee / ICE,1
2025-03-06,Capuccino / ICE,1
2025-03-06,Espresso / HOT,1
2025-03-06,Salted Caramel Machiato / ICE,1
2025-03-07,Americano / HOT,3
2025-03-07,Americano / ICE,4
2025-03-07,Capuccino / HOT,2
2025-03-07,Capuccino / ICE,1
2025-03-07,Hazelnut Coffee / ICE,1
2025-03-07,Kopi Aren / HOT,6
2025-03-07,Kopi Aren / ICE,7
2025-03-07,Rum Coffee / ICE,1
2025-03-07,Signature Coffee / ICE,5
2025-03-08,Butterscotch Coffee / HOT,2
2025-03-08,Butterscotch Coffee / ICE,1
2025-03-08,Capuccino / ICE,2
2025-03-08,Hazelnut Coffee / ICE,3
2025-03-08,Kopi Aren / ICE,13
2025-03-08,Kopi Pandan / ICE,1
2025-03-09,Americano / ICE,3
2025-03-09,Capuccino / ICE,1
2025-03-09,Hazelnut Coffee / ICE,4
2025-03-09,Kopi Aren / HOT,4
2025-03-09,Kopi Aren / ICE,3
2025-03-09,Oat Latte / ICE,1
2025-03-09,Salted Caramel Machiato / ICE,4
2025-03-09,Signature Coffee / ICE,1
2025-03-09,Strawberry Coffee / ICE,1
2025-03-10,Butterscotch Coffee / ICE,1
2025-03-10,Capuccino / ICE,2
2025-03-10,Hazelnut Coffee / ICE,4
2025-03-10,Kopi Aren / ICE,3
2025-03-10,Kopi Pandan / ICE,1
2025-03-10,Oat Latte / ICE,1
2025-03-10,Salted Caramel Machiato / ICE,2
2025-03-11,Capuccino / HOT,2
2025-03-11,Capuccino / ICE,1
2025-03-11,Hazelnut Coffee / ICE,1
2025-03-11,Kopi Aren / HOT,1
2025-03-11,Kopi Aren / ICE,6
2025-03-11,Kopi Pandan / ICE,2
2025-03-11,Rum Coffee / ICE,1
2025-03-11,Salted Caramel Machiato / ICE,1
2025-03-12,Americano / ICE,1
2025-03-12,Capuccino / ICE,1
2025-03-12,Kopi Aren / ICE,8
2025-03-12,Matcha Coffee / ICE,1
2025-03-13,Americano / HOT,1
2025-03-13,Avocado Coffee / ICE,1
2025-03-13,Capuccino / ICE,3
2025-03-13,Espresso / ICE,1
2025-03-13,Hazelnut Coffee / ICE,1
2025-03-13,Kopi Aren / ICE,5
2025-03-13,Salted Caramel Machiato / ICE,3
2025-03-14,Americano / ICE,1
2025-03-14,Butterscotch Coffee / ICE,3
2025-03-14,Hazelnut Coffee / ICE,2
2025-03-14,Kopi Aren / ICE,13
2025-03-14,Matcha Coffee / ICE,1
2025-03-14,Rum Coffee / ICE,1
2025-03-14,Signature Coffee / ICE,1
2025-03-15,Americano / ICE,5
2025-03-15,Capuccino / HOT,1
2025-03-15,Capuccino / ICE,5
2025-03-15,Kopi Aren,1
2025-03-15,Kopi Aren / ICE,6
2025-03-15,Salted Caramel Machiato / ICE,1
2025-03-16,Americano / ICE,2
2025-03-16,Avocado Coffee / ICE,1
2025-03-16,Butterscotch Coffee / ICE,1
2025-03-16,Capuccino / ICE,1
2025-03-16,Espresso / HOT,1
2025-03-16,Hazelnut Coffee / ICE,1
2025-03-16,Kopi Aren / ICE,6
2025-03-16,Salted Caramel Machiato / ICE,3
2025-03-17,Americano / HOT,1
2025-03-17,Americano / ICE,1
2025-03-17,Capuccino / ICE,1
2025-03-17,Hazelnut Coffee / HOT,1
2025-03-17,Hazelnut Coffee / ICE,1
2025-03-17,Kopi Aren / HOT,1
2025-03-17,Kopi Aren / ICE,6
2025-03-17,Signature Coffee / ICE,1
2025-03-18,Butterscotch Coffee / ICE,2
2025-03-18,Capuccino / HOT,1
2025-03-18,Capuccino / ICE,1
2025-03-18,Hazelnut Coffee / ICE,1
2025-03-18,Kopi Aren / ICE,7
2025-03-18,Rum Coffee / ICE,1
2025-03-18,Signature Coffee / ICE,1
2025-03-19,Americano / ICE,1
2025-03-19,Butterscotch Coffee / ICE,1
2025-03-19,Capuccino / ICE,4
2025-03-19,Hazelnut Coffee / ICE,3
2025-03-19,Kopi Aren / ICE,2
2025-03-19,Kopi Pandan / ICE,1
2025-03-19,Rum Coffee / ICE,1
2025-03-19,Salted Caramel Machiato / ICE,2
2025-03-20,Americano / HOT,1
2025-03-20,Americano / ICE,1
2025-03-20,Avocado Coffee / ICE,1
2025-03-20,Capuccino / ICE,1
2025-03-20,Kopi Aren / HOT,1
2025-03-20,Kopi Aren / ICE,5
2025-03-20,Matcha Coffee / ICE,1
2025-03-20,Rum Coffee / ICE,1
2025-03-21,Americano / ICE,3
2025-03-21,Capuccino / ICE,3
2025-03-21,Hazelnut Coffee / ICE,1
2025-03-21,Kopi Aren / HOT,1
2025-03-21,Kopi Aren / ICE,3
2025-03-21,Kopi Pandan / ICE,1
2025-03-21,Matcha Coffee / ICE,1
2025-03-21,Signature Coffee / ICE,2
2025-03-22,Americano / ICE,4
2025-03-22,Avocado Coffee / HOT,1
2025-03-22,Avocado Coffee / ICE,1
2025-03-22,Butterscotch Coffee / ICE,4
2025-03-22,Capuccino / ICE,5
2025-03-22,Hazelnut Coffee / ICE,1
2025-03-22,Kopi Aren / ICE,8
2025-03-22,Kopi aren 10K,2
2025-03-23,Americano / ICE,1
2025-03-23,Capuccino / ICE,2
2025-03-23,Hazelnut Coffee / ICE,2
2025-03-23,Kopi Aren / ICE,10
2025-03-23,Rum Coffee / ICE,1
2025-03-23,Salted Caramel Machiato / ICE,2
2025-03-24,Americano / HOT,1
2025-03-24,Americano / ICE,2
2025-03-24,Butterscotch Coffee / HOT,1
2025-03-24,Butterscotch Coffee / ICE,2
2025-03-24,Capuccino / HOT,1
2025-03-24,Capuccino / ICE,2
2025-03-24,Hazelnut Coffee / ICE,4
2025-03-24,Kopi Aren / HOT,1
2025-03-24,Kopi Aren / ICE,3
2025-03-24,Signature Coffee / ICE,1
2025-03-25,Americano / ICE,2
2025-03-25,Capuccino / ICE,4
2025-03-25,Kopi Aren / HOT,1
2025-03-25,Kopi Aren / ICE,4
2025-03-25,Matcha Coffee / ICE,1
2025-03-25,Salted Caramel Machiato / ICE,3
2025-03-25,Signature Coffee / ICE,1
2025-03-26,Americano / ICE,1
2025-03-26,Avocado Coffee / ICE,1
2025-03-26,Butterscotch Coffee / ICE,1
2025-03-26,Capuccino / HOT,1
2025-03-26,Capuccino / ICE,1
2025-03-26,Hazelnut Coffee / ICE,3
2025-03-26,Kopi Aren / ICE,4
2025-03-26,Rum Coffee / ICE,2
2025-03-26,Salted Caramel Machiato / ICE,1
2025-03-27,Hazelnut Coffee / ICE,2
2025-03-27,Kopi Aren / ICE,8
2025-03-27,Matcha Coffee / ICE,2
2025-03-27,Salted Caramel Machiato / HOT,1
2025-03-28,Americano / ICE,4
2025-03-28,Capuccino / HOT,1
2025-03-28,Capuccino / ICE,1
2025-03-28,Hazelnut Coffee / ICE,2
2025-03-28,Kopi Aren / HOT,1
2025-03-28,Kopi Aren / ICE,8
2025-03-28,Oat Latte / HOT,2
2025-03-28,Salted Caramel Machiato / ICE,1
2025-03-29,Americano / ICE,2
2025-03-29,Butterscotch Coffee / ICE,2
2025-03-29,Capuccino / HOT,1
2025-03-29,Capuccino / ICE,2
2025-03-29,Hazelnut Coffee / ICE,1
2025-03-29,Kopi Aren / ICE,7
2025-03-29,Kopi Pandan / ICE,1
2025-03-29,Salted Caramel Machiato / ICE,4
2025-03-29,Signature Coffee / ICE,4
2025-03-30,Americano / ICE,1
2025-03-30,Avocado Coffee / ICE,2
2025-03-30,Butterscotch Coffee / ICE,2
2025-03-30,Capuccino / ICE,2
2025-03-30,Hazelnut Coffee / ICE,5
2025-03-30,Kopi Aren / HOT,1
2025-03-30,Kopi Aren / ICE,10
2025-03-31,Americano / HOT,1
2025-03-31,Butterscotch Coffee / ICE,1
2025-03-31,Capuccino / HOT,2
2025-03-31,Capuccino / ICE,2
2025-03-31,Espresso / ICE,1
2025-03-31,Kopi Aren / HOT,2
2025-03-31,Kopi Aren / ICE,10
2025-03-31,Matcha Coffee / ICE,1
2025-03-31,Salted Caramel Machiato / ICE,1
2025-04-01,Americano,1
2025-04-01,Americano / HOT,1
2025-04-01,Americano / ICE,4
2025-04-01,Avocado Coffee / ICE,1
2025-04-01,Capuccino / ICE,4
2025-04-01,Espresso / ICE,1
2025-04-01,Hazelnut Coffee / ICE,2
2025-04-01,Kopi Aren / ICE,1
2025-04-01,Salted Caramel Machiato / ICE,1
2025-04-01,Signature Coffee / HOT,1
2025-04-01,Signature Coffee / ICE,2
2025-04-02,Americano / ICE,4
2025-04-02,Butterscotch Coffee / ICE,2
2025-04-02,Capuccino / HOT,1
2025-04-02,Capuccino / ICE,2
2025-04-02,Hazelnut Coffee / ICE,1
2025-04-02,Kopi Aren / HOT,1
2025-04-02,Kopi Aren / ICE,8
2025-04-02,Mocha / ICE,2
2025-04-02,Salted Caramel Machiato / ICE,2
2025-04-03,Americano / HOT,2
2025-04-03,Americano / ICE,5
2025-04-03,Avocado Coffee / ICE,1
2025-04-03,Capuccino / ICE,2
2025-04-03,Espresso / HOT,1
2025-04-03,Hazelnut Coffee / ICE,2
2025-04-03,Kopi Aren / HOT,2
2025-04-03,Kopi Aren / ICE,5
2025-04-03,Kopi Pandan / ICE,1
2025-04-03,Mocha / ICE,2
2025-04-04,Americano / HOT,1
2025-04-04,Americano / ICE,4
2025-04-04,Avocado Coffee / ICE,1
2025-04-04,Butterscotch Coffee / ICE,2
2025-04-04,Capuccino / HOT,1
2025-04-04,Capuccino / ICE,1
2025-04-04,Espresso / ICE,1
2025-04-04,Kopi Aren / HOT,1
2025-04-04,Kopi Aren / ICE,8
2025-04-04,Kopi Pandan / ICE,1
2025-04-04,Longblack / HOT,1
2025-04-04,Oat Latte / ICE,1
2025-04-04,Salted Caramel Machiato / ICE,1
2025-04-05,Americano / ICE,5
2025-04-05,Avocado Coffee / ICE,1
2025-04-05,Butterscotch Coffee / ICE,1
2025-04-05,Capuccino / HOT,3
2025-04-05,Hazelnut Coffee / HOT,1
2025-04-05,Hazelnut Coffee / ICE,4
2025-04-05,Kopi Aren / HOT,3
2025-04-05,Kopi Aren / ICE,7
2025-04-05,Rum Coffee / ICE,1
2025-04-05,Signature Coffee / ICE,2
2025-04-06,Americano / ICE,5
2025-04-06,Butterscotch Coffee / ICE,2
2025-04-06,Capuccino / ICE,2
2025-04-06,Hazelnut Coffee / ICE,3
2025-04-06,Kopi Aren / ICE,12
2025-04-06,Kopi Pandan / ICE,1
2025-04-06,Matcha Coffee / ICE,1
2025-04-06,Salted Caramel Machiato / ICE,2
2025-04-06,Signature Coffee / ICE,2
2025-04-07,Americano / ICE,1
2025-04-07,Avocado Coffee / ICE,2
2025-04-07,Butterscotch Coffee / ICE,1
2025-04-07,Capuccino / HOT,2
2025-04-07,Capuccino / ICE,2
2025-04-07,Hazelnut Coffee / ICE,1
2025-04-07,Kopi Aren / ICE,8
2025-04-07,Rum Coffee / ICE,1
2025-04-08,Americano / ICE,1
2025-04-08,Butterscotch Coffee / ICE,2
2025-04-08,Capuccino / HOT,1
2025-04-08,Capuccino / ICE,1
2025-04-08,Hazelnut Coffee / HOT,2
2025-04-08,Hazelnut Coffee / ICE,3
2025-04-08,Kopi Aren / ICE,9
2025-04-08,Salted Caramel Machiato / ICE,1
2025-04-09,Avocado Coffee / ICE,1
2025-04-09,Butterscotch Coffee / ICE,1
2025-04-09,Capuccino / HOT,3
2025-04-09,Capuccino / ICE,1
2025-04-09,Hazelnut Coffee / HOT,2
2025-04-09,Hazelnut Coffee / ICE,2
2025-04-09,Kopi Aren / HOT,3
2025-04-09,Kopi Aren / ICE,5
2025-04-09,Oat Latte / ICE,1
2025-04-09,Salted Caramel Machiato / ICE,1
2025-04-09,Signature Coffee / ICE,2
2025-04-10,Americano / HOT,1
2025-04-10,Hazelnut Coffee / ICE,1
2025-04-10,Kopi Aren / HOT,1
2025-04-10,Kopi Aren / ICE,9
2025-04-10,Rum Coffee / ICE,1
2025-04-10,Salted Caramel Machiato / ICE,1
2025-04-11,Americano / ICE,2
2025-04-11,Butterscotch Coffee / ICE,2
2025-04-11,Espresso / ICE,2
2025-04-11,Hazelnut Coffee / ICE,1
2025-04-11,Kopi Aren / HOT,2
2025-04-11,Kopi Aren / ICE,9
2025-04-11,Kopi Pandan / ICE,1
2025-04-11,Matcha Coffee / ICE,2
2025-04-11,Signature Coffee / ICE,1
2025-04-12,Americano / ICE,3
2025-04-12,Avocado Coffee / ICE,1
2025-04-12,Capuccino / ICE,2
2025-04-12,Espresso / ICE,1
2025-04-12,Hazelnut Coffee / HOT,1
2025-04-12,Hazelnut Coffee / ICE,1
2025-04-12,Kopi Aren / HOT,1
2025-04-12,Kopi Aren / ICE,4
2025-04-12,Oat Latte / ICE,1
2025-04-12,Salted Caramel Machiato / ICE,2
2025-04-12,Signature Coffee / ICE,1
2025-04-13,Americano / ICE,3
2025-04-13,Butterscotch Coffee / ICE,2
2025-04-13,Capuccino / ICE,2
2025-04-13,Hazelnut Coffee / ICE,2
2025-04-13,Kopi Aren / HOT,2
2025-04-13,Kopi Aren / ICE,4
2025-04-13,Salted Caramel Machiato / ICE,1
2025-04-14,Americano / HOT,1
2025-04-14,Butterscotch Coffee / ICE,1
2025-04-14,Capuccino / HOT,1
2025-04-14,Capuccino / ICE,2
2025-04-14,Hazelnut Coffee / HOT,2
2025-04-14,Hazelnut Coffee / ICE,1
2025-04-14,Kopi Aren / HOT,1
2025-04-14,Kopi Aren / ICE,3
2025-04-14,Oat Latte / HOT,1
2025-04-14,Oat Latte / ICE,2
2025-04-14,Strawberry Coffee / ICE,1
2025-04-15,Americano / ICE,3
2025-04-15,Capuccino / ICE,3
2025-04-15,Hazelnut Coffee / ICE,1
2025-04-15,Kopi Aren / HOT,2
2025-04-15,Kopi Aren / ICE,6
2025-04-15,Oat Latte / ICE,2
2025-04-15,Signature Coffee / ICE,2
2025-04-16,Americano / ICE,3
2025-04-16,Avocado Coffee / ICE,1
2025-04-16,Hazelnut Coffee / ICE,2
2025-04-16,Kopi Aren / ICE,6
2025-04-16,Mocha / ICE,1
2025-04-16,Salted Caramel Machiato / ICE,1
2025-04-17,Americano / HOT,1
2025-04-17,Americano / ICE,2
2025-04-17,Capuccino / ICE,1
2025-04-17,Hazelnut Coffee / ICE,2
2025-04-17,Kopi Aren / ICE,4
2025-04-17,Matcha Coffee / ICE,1
2025-04-17,Oat Latte / ICE,1
2025-04-17,Rum Coffee / ICE,1
2025-04-18,Avocado Coffee / ICE,1
2025-04-18,Butterscotch Coffee / ICE,1
2025-04-18,Capuccino / HOT,1
2025-04-18,Capuccino / ICE,2
2025-04-18,Hazelnut Coffee / HOT,1
2025-04-18,Hazelnut Coffee / ICE,3
2025-04-18,Kopi Aren / ICE,3
2025-04-18,Rum Coffee / ICE,1
2025-04-19,Americano / ICE,2
2025-04-19,Capuccino / HOT,1
2025-04-19,Capuccino / ICE,1
2025-04-19,Kopi Aren / HOT,2
2025-04-19,Kopi Aren / ICE,18
2025-04-19,Salted Caramel Machiato / ICE,1
2025-04-19,Signature Coffee / ICE,1
2025-04-20,Americano / HOT,1
2025-04-20,Americano / ICE,1
2025-04-20,Butterscotch Coffee / ICE,1
2025-04-20,Capuccino / ICE,2
2025-04-20,Hazelnut Coffee / HOT,1
2025-04-20,Hazelnut Coffee / ICE,2
2025-04-20,Kopi Aren / HOT,2
2025-04-20,Kopi Aren / ICE,8
2025-04-20,Kopi Pandan / ICE,1
2025-04-21,Americano / ICE,1
2025-04-21,Capuccino / HOT,1
2025-04-21,Capuccino / ICE,1
2025-04-21,Hazelnut Coffee / ICE,3
2025-04-21,Kopi Aren / HOT,1
2025-04-21,Kopi Aren / ICE,4
2025-04-21,Signature Coffee / HOT,1
2025-04-22,Americano / HOT,1
2025-04-22,Americano / ICE,1
2025-04-22,Capuccino / ICE,1
2025-04-22,Hazelnut Coffee / HOT,1
2025-04-22,Kopi Aren / ICE,7
2025-04-22,Salted Caramel Machiato / ICE,1
2025-04-23,Americano / ICE,1
2025-04-23,Capuccino / ICE,3
2025-04-23,Hazelnut Coffee / ICE,2
2025-04-23,Kopi Aren / HOT,2
2025-04-23,Kopi Aren / ICE,9
2025-04-23,Signature Coffee / ICE,1
2025-04-24,Americano / ICE,2
2025-04-24,Hazelnut Coffee / ICE,4
2025-04-24,Kopi Aren / ICE,1
2025-04-24,Mocha / ICE,1
2025-04-24,Signature Coffee / ICE,1
2025-04-25,Americano / HOT,1
2025-04-25,Butterscotch Coffee / ICE,1
2025-04-25,Hazelnut Coffee / ICE,1
2025-04-25,Kopi Aren / ICE,23
2025-04-25,Salted Caramel Machiato / ICE,5
2025-04-25,Signature Coffee / ICE,1
2025-04-26,Americano / HOT,2
2025-04-26,Americano / ICE,6
2025-04-26,Butterscotch Coffee / ICE,1
2025-04-26,Capuccino / ICE,1
2025-04-26,Kopi Aren / HOT,3
2025-04-26,Kopi Aren / ICE,8
2025-04-26,Rum Coffee / ICE,1
2025-04-26,Salted Caramel Machiato / ICE,2
2025-04-27,Americano / ICE,1
2025-04-27,Avocado Coffee / ICE,2
2025-04-27,Butterscotch Coffee / ICE,1
2025-04-27,Capuccino / ICE,2
2025-04-27,Hazelnut Coffee / HOT,4
2025-04-27,Hazelnut Coffee / ICE,3
2025-04-27,Kopi Aren / HOT,1
2025-04-27,Kopi Aren / ICE,5
2025-04-27,Rum Coffee / ICE,1
2025-04-28,Americano / ICE,1
2025-04-28,Avocado Coffee / ICE,1
2025-04-28,Capuccino / HOT,1
2025-04-28,Capuccino / ICE,1
2025-04-28,Hazelnut Coffee / HOT,1
2025-04-28,Hazelnut Coffee / ICE,1
2025-04-28,Kopi Aren / ICE,7
2025-04-28,Rum Coffee / ICE,1
2025-04-28,Signature Coffee / HOT,1
2025-04-29,Butterscotch Coffee / HOT,2
2025-04-29,Butterscotch Coffee / ICE,2
2025-04-29,Capuccino / ICE,2
2025-04-29,Hazelnut Coffee / HOT,1
2025-04-29,Hazelnut Coffee / ICE,1
2025-04-29,Kopi Aren / ICE,7
2025-04-29,Kopi Pandan / ICE,1
2025-04-30,Americano / ICE,5
2025-04-30,Avocado Coffee / ICE,1
2025-04-30,Butterscotch Coffee / ICE,4
2025-04-30,Hazelnut Coffee / ICE,1
2025-04-30,Kopi Aren / HOT,4
2025-04-30,Kopi Aren / ICE,9
2025-05-01,Americano / HOT,1
2025-05-01,Americano / ICE,7
2025-05-01,Butterscotch Coffee / ICE,1
2025-05-01,Capuccino / ICE,3
2025-05-01,Hazelnut Coffee / HOT,2
2025-05-01,Hazelnut Coffee / ICE,4
2025-05-01,Kopi Aren / ICE,2
2025-05-01,Matcha Coffee / ICE,1
2025-05-01,Mocha / ICE,2
2025-05-01,Salted Caramel Machiato / ICE,1
2025-05-01,Signature Coffee / ICE,1
2025-05-02,Hazelnut Coffee / ICE,2
2025-05-02,Kopi Aren / ICE,7
2025-05-02,Salted Caramel Machiato / ICE,1
2025-05-03,Americano / HOT,1
2025-05-03,Americano / ICE,2
2025-05-03,Capuccino / HOT,2
2025-05-03,Capuccino / ICE,4
2025-05-03,Hazelnut Coffee / HOT,2
2025-05-03,Hazelnut Coffee / ICE,1
2025-05-03,Kopi Aren / ICE,9
2025-05-03,Matcha Coffee / ICE,3
2025-05-04,Capuccino / ICE,1
2025-05-04,Espresso / ICE,1
2025-05-04,Kopi Aren / HOT,1
2025-05-04,Kopi Aren / ICE,5
2025-05-04,Matcha Coffee / ICE,1
2025-05-04,Signature Coffee / ICE,1
2025-05-05,Avocado Coffee / ICE,1
2025-05-05,Capuccino / HOT,1
2025-05-05,Capuccino / ICE,1
2025-05-05,Hazelnut Coffee / ICE,2
2025-05-05,Kopi Aren / HOT,1
2025-05-05,Kopi Aren / ICE,7
2025-05-05,Salted Caramel Machiato / ICE,1
2025-05-06,Americano / HOT,1
2025-05-06,Americano / ICE,4
2025-05-06,Capuccino / ICE,2
2025-05-06,Hazelnut Coffee / HOT,1
2025-05-06,Hazelnut Coffee / ICE,2
2025-05-06,Kopi Aren / HOT,3
2025-05-06,Kopi Aren / ICE,2
2025-05-06,Matcha Coffee / ICE,1
2025-05-06,Mocha / ICE,1
2025-05-07,Americano / ICE,6
2025-05-07,Butterscotch Coffee / ICE,1
2025-05-07,Capuccino / ICE,2
2025-05-07,Hazelnut Coffee / ICE,2
2025-05-07,Kopi Aren / HOT,1
2025-05-07,Kopi Aren / ICE,4
2025-05-08,Americano / ICE,3
2025-05-08,Avocado Coffee / ICE,1
2025-05-08,Capuccino / ICE,1
2025-05-08,Hazelnut Coffee / ICE,1
2025-05-08,Kopi Aren / HOT,7
2025-05-08,Kopi Aren / ICE,6
2025-05-08,Oat Latte / HOT,1
2025-05-08,Strawberry Coffee / ICE,1
2025-05-09,Americano / HOT,1
2025-05-09,Americano / ICE,1
2025-05-09,Capuccino / HOT,1
2025-05-09,Capuccino / ICE,3
2025-05-09,Hazelnut Coffee / ICE,2
2025-05-09,Kopi Aren / ICE,9
2025-05-09,Rum Coffee / ICE,1
2025-05-09,Salted Caramel Machiato / ICE,1
2025-05-10,Americano / HOT,1
2025-05-10,Americano / ICE,1
2025-05-10,Avocado Coffee / ICE,1
2025-05-10,Butterscotch Coffee / ICE,1
2025-05-10,Capuccino / HOT,1
2025-05-10,Capuccino / ICE,2
2025-05-10,Hazelnut Coffee / ICE,1
2025-05-10,Kopi Aren / ICE,6
2025-05-10,Matcha Coffee / ICE,1
2025-05-10,Mocha / ICE,1
2025-05-10,Rum Coffee / ICE,1
2025-05-10,Salted Caramel Machiato / ICE,1
2025-05-10,Signature Coffee / ICE,1
