tanggal,Produk,penjualan
2025-04-19,Americano,4
2025-04-19,Capuccino,2
2025-04-19,Kopi Aren,24
2025-04-19,Kopi Pandan,1
2025-04-19,Signature Coffee,2
2025-04-20,Americano,5
2025-04-20,Avocado Coffee,1
2025-04-20,Butterscotch Coffee,1
2025-04-20,Capuccino,2
2025-04-20,Hazelnut Coffee,3
2025-04-20,Kopi Aren,22
2025-04-20,Kopi Pandan,1
2025-04-21,Americano,2
2025-04-21,Capuccino,6
2025-04-21,Hazelnut Coffee,3
2025-04-21,Kopi Aren,9
2025-04-21,Signature Coffee,1
2025-04-22,Americano,2
2025-04-22,Capuccino,1
2025-04-22,Hazelnut Coffee,1
2025-04-22,Kopi Aren,11
2025-04-23,Americano,2
2025-04-23,Capuccino,6
2025-04-23,Hazelnut Coffee,3
2025-04-23,Kopi Aren,12
2025-04-23,Signature Coffee,1
2025-04-23,Strawberry Coffee,1
2025-04-24,Americano,3
2025-04-24,Capuccino,1
2025-04-24,Hazelnut Coffee,7
2025-04-24,Kopi Aren,6
2025-04-24,Signature Coffee,1
2025-04-25,Americano,2
2025-04-25,Butterscotch Coffee,1
2025-04-25,Capuccino,3
2025-04-25,Hazelnut Coffee,2
2025-04-25,Kopi Aren,30
2025-04-25,Signature Coffee,1
2025-04-26,Americano,13
2025-04-26,Avocado Coffee,1
2025-04-26,Butterscotch Coffee,3
2025-04-26,Capuccino,2
2025-04-26,Hazelnut Coffee,3
2025-04-26,Kopi Aren,35
2025-04-26,Kopi Pandan,1
2025-04-26,Matcha Coffee,1
2025-04-26,Rum Coffee,1
2025-04-26,Signature Coffee,1
2025-04-27,Americano,1
2025-04-27,Avocado Coffee,3
2025-04-27,Butterscotch Coffee,2
2025-04-27,Capuccino,3
2025-04-27,Hazelnut Coffee,9
2025-04-27,Kopi Aren,17
2025-04-27,Rum Coffee,1
2025-04-27,Strawberry Coffee,1
2025-04-28,Americano,3
2025-04-28,Avocado Coffee,1
2025-04-28,Capuccino,3
2025-04-28,Hazelnut Coffee,2
2025-04-28,Kopi Aren,7
2025-04-28,Rum Coffee,1
2025-04-28,Signature Coffee,1
2025-04-29,Butterscotch Coffee,4
2025-04-29,Capuccino,3
2025-04-29,Hazelnut Coffee,2
2025-04-29,Kopi Aren,10
2025-04-29,Kopi Pandan,1
2025-04-30,Americano,5
2025-04-30,Avocado Coffee,2
2025-04-30,Butterscotch Coffee,4
2025-04-30,Capuccino,3
2025-04-30,Hazelnut Coffee,6
2025-04-30,Kopi Aren,16
2025-04-30,Matcha Coffee,1
2025-04-30,Rum Coffee,1
2025-05-01,Americano,11
2025-05-01,Butterscotch Coffee,1
2025-05-01,Capuccino,6
2025-05-01,Hazelnut Coffee,11
2025-05-01,Kopi Aren,5
2025-05-01,Matcha Coffee,1
2025-05-01,Signature Coffee,1
2025-05-01,Strawberry Coffee,1
2025-05-02,Americano,3
2025-05-02,Capuccino,3
2025-05-02,Hazelnut Coffee,2
2025-05-02,Kopi Aren,8
2025-05-02,Signature Coffee,1
2025-05-03,Americano,4
2025-05-03,Avocado Coffee,1
2025-05-03,Butterscotch Coffee,2
2025-05-03,Capuccino,9
2025-05-03,Espresso,1
2025-05-03,Hazelnut Coffee,9
2025-05-03,Kopi Aren,18
2025-05-03,Matcha Coffee,4
2025-05-03,Rum Coffee,1
2025-05-03,Signature Coffee,1
2025-05-04,Americano,1
2025-05-04,Butterscotch Coffee,1
2025-05-04,Capuccino,4
2025-05-04,Espresso,2
2025-05-04,Hazelnut Coffee,1
2025-05-04,Kopi Aren,9
2025-05-04,Matcha Coffee,1
2025-05-04,Signature Coffee,1
2025-05-05,Americano,1
2025-05-05,Avocado Coffee,2
2025-05-05,Capuccino,3
2025-05-05,Hazelnut Coffee,3
2025-05-05,Kopi Aren,11
2025-05-05,Signature Coffee,1
2025-05-06,Americano,5
2025-05-06,Capuccino,3
2025-05-06,Espresso,1
2025-05-06,Hazelnut Coffee,4
2025-05-06,Kopi Aren,9
2025-05-06,Matcha Coffee,2
2025-05-06,Strawberry Coffee,1
2025-05-07,Americano,6
2025-05-07,Avocado Coffee,1
2025-05-07,Butterscotch Coffee,1
2025-05-07,Capuccino,3
2025-05-07,Hazelnut Coffee,2
2025-05-07,Kopi Aren,5
2025-05-07,Signature Coffee,1
2025-05-07,Strawberry Coffee,1
2025-05-08,Americano,4
2025-05-08,Avocado Coffee,1
2025-05-08,Capuccino,3
2025-05-08,Hazelnut Coffee,2
2025-05-08,Kopi Aren,15
2025-05-08,Kopi Pandan,1
2025-05-08,Oat Latte,1
2025-05-08,Strawberry Coffee,1
2025-05-09,Americano,2
2025-05-09,Capuccino,5
2025-05-09,Hazelnut Coffee,3
2025-05-09,Kopi Aren,15
2025-05-09,Rum Coffee,1
2025-05-10,Americano,3
2025-05-10,Avocado Coffee,2
2025-05-10,Butterscotch Coffee,2
2025-05-10,Capuccino,5
2025-05-10,Espresso,2
2025-05-10,Hazelnut Coffee,2
2025-05-10,Kopi Aren,10
2025-05-10,Kopi Pandan,1
2025-05-10,Matcha Coffee,2
2025-05-10,Rum Coffee,2
2025-05-10,Signature Coffee,2
2025-05-11,Americano,2
2025-05-11,Butterscotch Coffee,2
2025-05-11,Capuccino,5
2025-05-11,Espresso,2
2025-05-11,Kopi Aren,12
2025-05-11,Kopi Pandan,1
2025-05-11,Matcha Coffee,2
2025-05-11,Signature Coffee,1
2025-05-12,Americano,4
2025-05-12,Avocado Coffee,1
2025-05-12,Butterscotch Coffee,1
2025-05-12,Capuccino,3
2025-05-12,Hazelnut Coffee,4
2025-05-12,Kopi Aren,7
2025-05-12,Matcha Coffee,1
2025-05-12,Signature Coffee,2
2025-05-13,Americano,3
2025-05-13,Capuccino,4
2025-05-13,Hazelnut Coffee,2
2025-05-13,Kopi Aren,5
2025-05-14,Americano,8
2025-05-14,Avocado Coffee,2
2025-05-14,Butterscotch Coffee,2
2025-05-14,Capuccino,4
2025-05-14,Hazelnut Coffee,7
2025-05-14,Kopi Aren,18
2025-05-14,Kopi Pandan,1
2025-05-14,Matcha Coffee,3
2025-05-15,Americano,2
2025-05-15,Capuccino,5
2025-05-15,Hazelnut Coffee,3
2025-05-15,Kopi Aren,14
2025-05-15,Matcha Coffee,1
2025-05-15,Rum Coffee,1
2025-05-16,Capuccino,9
2025-05-16,Espresso,3
2025-05-16,Hazelnut Coffee,3
2025-05-16,Kopi Aren,8
2025-05-16,Kopi Pandan,2
2025-05-17,Americano,4
2025-05-17,Butterscotch Coffee,3
2025-05-17,Capuccino,6
2025-05-17,Hazelnut Coffee,3
2025-05-17,Kopi Aren,7
2025-05-17,Kopi Pandan,1
2025-05-17,Matcha Coffee,2
2025-05-18,Americano,3
2025-05-18,Avocado Coffee,1
2025-05-18,Butterscotch Coffee,2
2025-05-18,Capuccino,2
2025-05-18,Hazelnut Coffee,4
2025-05-18,Kopi Aren,7
2025-05-18,Matcha Coffee,1
2025-05-18,Oat Latte,1
2025-05-18,Signature Coffee,3
2025-05-18,Strawberry Coffee,1
2025-05-19,Butterscotch Coffee,2
2025-05-19,Capuccino,4
2025-05-19,Kopi Aren,11
2025-05-19,Rum Coffee,3
2025-05-20,Americano,4
2025-05-20,Avocado Coffee,1
2025-05-20,Butterscotch Coffee,1
2025-05-20,Capuccino,3
2025-05-20,Hazelnut Coffee,2
2025-05-20,Kopi Aren,10
2025-05-21,Americano,1
2025-05-21,Avocado Coffee,1
2025-05-21,Capuccino,1
2025-05-21,Hazelnut Coffee,1
2025-05-21,Kopi Aren,7
2025-05-22,Americano,3
2025-05-22,Capuccino,3
2025-05-22,Hazelnut Coffee,1
2025-05-22,Kopi Aren,8
2025-05-22,Oat Latte,1
2025-05-22,Signature Coffee,2
2025-05-23,Avocado Coffee,1
2025-05-23,Butterscotch Coffee,1
2025-05-23,Capuccino,1
2025-05-23,Hazelnut Coffee,2
2025-05-23,Kopi Aren,9
2025-05-24,Americano,3
2025-05-24,Avocado Coffee,1
2025-05-24,Butterscotch Coffee,3
2025-05-24,Capuccino,1
2025-05-24,Espresso,1
2025-05-24,Hazelnut Coffee,1
2025-05-24,Kopi Aren,12
2025-05-24,Rum Coffee,2
2025-05-24,Signature Coffee,1
2025-05-25,Americano,5
2025-05-25,Capuccino,5
2025-05-25,Espresso,1
2025-05-25,Hazelnut Coffee,4
2025-05-25,Kopi Aren,16
2025-05-25,Kopi Pandan,1
2025-05-25,Strawberry Coffee,1
2025-05-26,Americano,1
2025-05-26,Butterscotch Coffee,1
2025-05-26,Capuccino,4
2025-05-26,Hazelnut Coffee,3
2025-05-26,Kopi Aren,4
2025-05-27,Americano,5
2025-05-27,Capuccino,5
2025-05-27,Espresso,1
2025-05-27,Hazelnut Coffee,4
2025-05-27,Kopi Aren,25
2025-05-27,Matcha Coffee,1
2025-05-27,Rum Coffee,1
2025-05-28,Americano,6
2025-05-28,Butterscotch Coffee,2
2025-05-28,Capuccino,5
2025-05-28,Kopi Aren,8
2025-05-28,Rum Coffee,1
2025-05-28,Signature Coffee,1
2025-05-29,Americano,2
2025-05-29,Butterscotch Coffee,2
2025-05-29,Capuccino,1
2025-05-29,Kopi Aren,5
2025-05-29,Matcha Coffee,1
2025-05-29,Signature Coffee,1
2025-05-30,Americano,4
2025-05-30,Butterscotch Coffee,2
2025-05-30,Capuccino,4
2025-05-30,Hazelnut Coffee,5
2025-05-30,Kopi Aren,13
2025-05-30,Rum Coffee,1
2025-05-30,Signature Coffee,3
2025-05-31,Americano,3
2025-05-31,Butterscotch Coffee,2
2025-05-31,Capuccino,9
2025-05-31,Hazelnut Coffee,3
2025-05-31,Kopi Aren,15
2025-05-31,Kopi Pandan,1
2025-05-31,Matcha Coffee,2
2025-05-31,Rum Coffee,2
2025-06-01,Americano,3
2025-06-01,Avocado Coffee,1
2025-06-01,Capuccino,6
2025-06-01,Espresso,1
2025-06-01,Hazelnut Coffee,10
2025-06-01,Kopi Aren,15
2025-06-01,Matcha Coffee,2
2025-06-01,Rum Coffee,2
2025-06-02,Americano,7
2025-06-02,Avocado Coffee,1
2025-06-02,Capuccino,2
2025-06-02,Hazelnut Coffee,2
2025-06-02,Kopi Aren,14
2025-06-02,Kopi Pandan,1
2025-06-02,Rum Coffee,1
2025-06-02,Signature Coffee,1
2025-06-03,Americano,1
2025-06-03,Butterscotch Coffee,1
2025-06-03,Capuccino,2
2025-06-03,Hazelnut Coffee,3
2025-06-03,Kopi Aren,7
2025-06-03,Rum Coffee,1
2025-06-03,Signature Coffee,1
2025-06-04,Americano,5
2025-06-04,Butterscotch Coffee,1
2025-06-04,Capuccino,3
2025-06-04,Hazelnut Coffee,4
2025-06-04,Kopi Aren,12
2025-06-04,Signature Coffee,1
2025-06-05,Americano,4
2025-06-05,Avocado Coffee,1
2025-06-05,Butterscotch Coffee,2
2025-06-05,Capuccino,12
2025-06-05,Hazelnut Coffee,6
2025-06-05,Kopi Aren,11
2025-06-05,Kopi Pandan,2
2025-06-05,Rum Coffee,1
2025-06-05,Signature Coffee,4
2025-06-06,Americano,5
2025-06-06,Butterscotch Coffee,2
2025-06-06,Capuccino,2
2025-06-06,Espresso,1
2025-06-06,Hazelnut Coffee,3
2025-06-06,Kopi Aren,10
2025-06-06,Kopi Pandan,1
2025-06-06,Matcha Coffee,1
2025-06-07,Americano,1
2025-06-07,Avocado Coffee,1
2025-06-07,Butterscotch Coffee,1
2025-06-07,Capuccino,5
2025-06-07,Espresso,1
2025-06-07,Hazelnut Coffee,3
2025-06-07,Kopi Aren,7
2025-06-07,Matcha Coffee,1
2025-06-07,Rum Coffee,3
2025-06-08,Americano,5
2025-06-08,Avocado Coffee,1
2025-06-08,Butterscotch Coffee,2
2025-06-08,Capuccino,4
2025-06-08,Hazelnut Coffee,4
2025-06-08,Kopi Aren,15
2025-06-08,Matcha Coffee,1
2025-06-08,Rum Coffee,3
2025-06-09,Americano,2
2025-06-09,Butterscotch Coffee,3
2025-06-09,Capuccino,2
2025-06-09,Hazelnut Coffee,3
2025-06-09,Kopi Aren,13
2025-06-09,Matcha Coffee,1
2025-06-09,Rum Coffee,1
2025-06-10,Americano,2
2025-06-10,Butterscotch Coffee,2
2025-06-10,Capuccino,3
2025-06-10,Hazelnut Coffee,2
2025-06-10,Kopi Aren,12
2025-06-10,Kopi Pandan,1
2025-06-10,Rum Coffee,1
2025-06-10,Strawberry Coffee,1
2025-06-11,Americano,1
2025-06-11,Butterscotch Coffee,1
2025-06-11,Hazelnut Coffee,1
2025-06-11,Kopi Aren,6
2025-06-11,Kopi Pandan,2
2025-06-11,Rum Coffee,4
2025-06-12,Americano,3
2025-06-12,Butterscotch Coffee,5
2025-06-12,Capuccino,4
2025-06-12,Hazelnut Coffee,2
2025-06-12,Kopi Aren,11
2025-06-12,Matcha Coffee,1
2025-06-12,Strawberry Coffee,2
2025-06-13,Americano,7
2025-06-13,Butterscotch Coffee,2
2025-06-13,Capuccino,3
2025-06-13,Kopi Aren,9
2025-06-13,Kopi Pandan,1
2025-06-13,Oat Latte,2
2025-06-13,Rum Coffee,1
2025-06-13,Signature Coffee,1
2025-06-14,Americano,4
2025-06-14,Butterscotch Coffee,2
2025-06-14,Capuccino,7
2025-06-14,Hazelnut Coffee,3
2025-06-14,Kopi Aren,14
2025-06-14,Matcha Coffee,1
2025-06-14,Signature Coffee,1
2025-06-15,Americano,1
2025-06-15,Avocado Coffee,1
2025-06-15,Butterscotch Coffee,1
2025-06-15,Capuccino,1
2025-06-15,Kopi Aren,4
2025-06-15,Matcha Coffee,1
2025-06-15,Signature Coffee,1
2025-06-16,Americano,3
2025-06-16,Butterscotch Coffee,1
2025-06-16,Capuccino,2
2025-06-16,Espresso,1
2025-06-16,Hazelnut Coffee,4
2025-06-16,Kopi Aren,8
2025-06-16,Matcha Coffee,1
2025-06-16,Oat Latte,1
2025-06-17,Americano,2
2025-06-17,Butterscotch Coffee,1
2025-06-17,Capuccino,3
2025-06-17,Kopi Aren,6
2025-06-17,Kopi Pandan,2
2025-06-17,Signature Coffee,1
2025-06-18,Americano,3
2025-06-18,Butterscotch Coffee,2
2025-06-18,Capuccino,6
2025-06-18,Espresso,3
2025-06-18,Hazelnut Coffee,3
2025-06-18,Kopi Aren,4
2025-06-18,Oat Latte,2
2025-06-18,Rum Coffee,1
2025-06-19,Americano,4
2025-06-19,Butterscotch Coffee,1
2025-06-19,Capuccino,1
2025-06-19,Hazelnut Coffee,1
2025-06-19,Kopi Aren,6
2025-06-19,Oat Latte,1
2025-06-19,Signature Coffee,1
2025-06-20,Americano,2
2025-06-20,Capuccino,3
2025-06-20,Hazelnut Coffee,1
2025-06-20,Kopi Aren,7
2025-06-20,Signature Coffee,2
2025-06-21,Americano,2
2025-06-21,Capuccino,4
2025-06-21,Hazelnut Coffee,3
2025-06-21,Kopi Aren,7
2025-06-21,Oat Latte,1
2025-06-21,Signature Coffee,1
2025-06-22,Americano,2
2025-06-22,Butterscotch Coffee,1
2025-06-22,Capuccino,1
2025-06-22,Kopi Aren,5
2025-06-22,Matcha Coffee,3
2025-06-22,Rum Coffee,2
2025-06-22,Signature Coffee,3
2025-06-23,Americano,5
2025-06-23,Capuccino,3
2025-06-23,Espresso,1
2025-06-23,Hazelnut Coffee,2
2025-06-23,Kopi Aren,15
2025-06-23,Matcha Coffee,1
2025-06-23,Signature Coffee,1
2025-06-24,Americano,1
2025-06-24,Butterscotch Coffee,2
2025-06-24,Hazelnut Coffee,3
2025-06-24,Kopi Aren,8
2025-06-24,Kopi Pandan,1
2025-06-24,Strawberry Coffee,1
2025-06-25,Americano,6
2025-06-25,Hazelnut Coffee,2
2025-06-25,Kopi Aren,3
2025-06-25,Kopi Pandan,1
2025-06-25,Rum Coffee,3
2025-06-25,Signature Coffee,1
2025-06-26,Americano,3
2025-06-26,Avocado Coffee,3
2025-06-26,Butterscotch Coffee,1
2025-06-26,Capuccino,1
2025-06-26,Hazelnut Coffee,1
2025-06-26,Kopi Aren,7
2025-06-26,Kopi Pandan,1
2025-06-26,Signature Coffee,1
2025-06-26,Strawberry Coffee,2
2025-06-27,Americano,4
2025-06-27,Capuccino,5
2025-06-27,Kopi Aren,15
2025-06-27,Kopi Pandan,1
2025-06-27,Rum Coffee,4
2025-06-27,Signature Coffee,1
2025-06-28,Americano,3
2025-06-28,Butterscotch Coffee,1
2025-06-28,Capuccino,2
2025-06-28,Espresso,1
2025-06-28,Hazelnut Coffee,1
2025-06-28,Kopi Aren,9
2025-06-28,Matcha Coffee,1
2025-06-28,Strawberry Coffee,1
2025-06-29,Americano,3
2025-06-29,Avocado Coffee,1
2025-06-29,Butterscotch Coffee,1
2025-06-29,Capuccino,4
2025-06-29,Espresso,1
2025-06-29,Hazelnut Coffee,2
2025-06-29,Kopi Aren,9
2025-06-30,Americano,5
2025-06-30,Butterscotch Coffee,2
2025-06-30,Capuccino,6
2025-06-30,Hazelnut Coffee,2
2025-06-30,Kopi Aren,16
2025-06-30,Rum Coffee,1
2025-06-30,Signature Coffee,1
2025-07-01,Americano,3
2025-07-01,Capuccino,2
2025-07-01,Espresso,1
2025-07-01,Hazelnut Coffee,4
2025-07-01,Kopi Aren,8
2025-07-02,Americano,5
2025-07-02,Hazelnut Coffee,4
2025-07-02,Kopi Aren,12
2025-07-02,Kopi Pandan,1
2025-07-03,Butterscotch Coffee,1
2025-07-03,Capuccino,8
2025-07-03,Espresso,1
2025-07-03,Hazelnut Coffee,1
2025-07-03,Kopi Aren,10
2025-07-03,Kopi Pandan,1
2025-07-04,Americano,3
2025-07-04,Avocado Coffee,1
2025-07-04,Butterscotch Coffee,1
2025-07-04,Capuccino,2
2025-07-04,Hazelnut Coffee,3
2025-07-04,Kopi Aren,6
2025-07-04,Kopi Pandan,1
2025-07-04,Matcha Coffee,1
2025-07-04,Rum Coffee,1
2025-07-04,Signature Coffee,1
2025-07-04,Strawberry Coffee,1
2025-07-05,Americano,2
2025-07-05,Avocado Coffee,1
2025-07-05,Butterscotch Coffee,2
2025-07-05,Capuccino,6
2025-07-05,Espresso,1
2025-07-05,Hazelnut Coffee,1
2025-07-05,Kopi Aren,4
2025-07-05,Kopi Pandan,1
2025-07-05,Signature Coffee,1
2025-07-06,Americano,8
2025-07-06,Avocado Coffee,2
2025-07-06,Capuccino,1
2025-07-06,Hazelnut Coffee,1
2025-07-06,Kopi Aren,4
2025-07-06,Rum Coffee,2
2025-07-07,Americano,4
2025-07-07,Butterscotch Coffee,5
2025-07-07,Capuccino,6
2025-07-07,Hazelnut Coffee,2
2025-07-07,Kopi Aren,11
2025-07-08,Americano,5
2025-07-08,Butterscotch Coffee,2
2025-07-08,Capuccino,1
2025-07-08,Hazelnut Coffee,2
2025-07-08,Kopi Aren,7
2025-07-08,Matcha Coffee,1
2025-07-08,Rum Coffee,1
2025-07-09,Americano,1
2025-07-09,Butterscotch Coffee,3
2025-07-09,Capuccino,8
2025-07-09,Hazelnut Coffee,2
2025-07-09,Kopi Aren,11
2025-07-10,Americano,2
2025-07-10,Avocado Coffee,1
2025-07-10,Butterscotch Coffee,1
2025-07-10,Capuccino,4
2025-07-10,Hazelnut Coffee,2
2025-07-10,Kopi Aren,13
2025-07-10,Signature Coffee,2
2025-07-11,Americano,8
2025-07-11,Avocado Coffee,1
2025-07-11,Butterscotch Coffee,3
2025-07-11,Capuccino,3
2025-07-11,Hazelnut Coffee,2
2025-07-11,Kopi Aren,16
2025-07-11,Kopi Pandan,1
2025-07-11,Matcha Coffee,2
2025-07-11,Signature Coffee,1
2025-07-12,Americano,5
2025-07-12,Avocado Coffee,1
2025-07-12,Butterscotch Coffee,1
2025-07-12,Capuccino,3
2025-07-12,Hazelnut Coffee,4
2025-07-12,Kopi Aren,16
2025-07-12,Kopi Pandan,3
2025-07-12,Rum Coffee,2
2025-07-12,Signature Coffee,2
2025-07-13,Americano,5
2025-07-13,Butterscotch Coffee,3
2025-07-13,Capuccino,6
2025-07-13,Hazelnut Coffee,2
2025-07-13,Kopi Aren,9
2025-07-13,Rum Coffee,1
2025-07-13,Signature Coffee,2
2025-07-14,Americano,6
2025-07-14,Capuccino,2
2025-07-14,Espresso,1
2025-07-14,Hazelnut Coffee,1
2025-07-14,Kopi Aren,4
2025-07-15,Americano,3
2025-07-15,Capuccino,2
2025-07-15,Espresso,1
2025-07-15,Kopi Aren,7
2025-07-15,Matcha Coffee,2
2025-07-16,Americano,8
2025-07-16,Avocado Coffee,1
2025-07-16,Butterscotch Coffee,1
2025-07-16,Capuccino,3
2025-07-16,Hazelnut Coffee,1
2025-07-16,Kopi Aren,12
2025-07-17,Americano,1
2025-07-17,Avocado Coffee,1
2025-07-17,Butterscotch Coffee,1
2025-07-17,Capuccino,3
2025-07-17,Espresso,1
2025-07-17,Hazelnut Coffee,2
2025-07-17,Kopi Aren,7
2025-07-17,Kopi Pandan,1
2025-07-17,Signature Coffee,2
2025-07-18,Americano,2
2025-07-18,Butterscotch Coffee,2
2025-07-18,Capuccino,3
2025-07-18,Hazelnut Coffee,2
2025-07-18,Kopi Aren,11
2025-07-18,Matcha Coffee,1
2025-07-19,Americano,7
2025-07-19,Butterscotch Coffee,1
2025-07-19,Capuccino,6
2025-07-19,Hazelnut Coffee,4
2025-07-19,Kopi Aren,8
2025-07-19,Kopi Pandan,1
2025-07-19,Matcha Coffee,2
2025-07-19,Rum Coffee,1
2025-07-19,Signature Coffee,3
2025-07-20,Americano,2
2025-07-20,Butterscotch Coffee,2
2025-07-20,Capuccino,7
2025-07-20,Espresso,1
2025-07-20,Hazelnut Coffee,2
2025-07-20,Kopi Aren,5
2025-07-21,Americano,10
2025-07-21,Capuccino,4
2025-07-21,Hazelnut Coffee,2
2025-07-21,Kopi Aren,13
2025-07-21,Kopi Pandan,1
2025-07-21,Matcha Coffee,1
2025-07-21,Signature Coffee,1
2025-07-22,Americano,3
2025-07-22,Butterscotch Coffee,1
2025-07-22,Capuccino,6
2025-07-22,Espresso,2
2025-07-22,Kopi Aren,9
2025-07-23,Americano,2
2025-07-23,Capuccino,11
2025-07-23,Hazelnut Coffee,1
2025-07-23,Kopi Aren,5
2025-07-23,Rum Coffee,2
2025-07-23,Signature Coffee,2
2025-07-24,Americano,4
2025-07-24,Butterscotch Coffee,2
2025-07-24,Capuccino,2
2025-07-24,Espresso,1
2025-07-24,Hazelnut Coffee,1
2025-07-24,Kopi Aren,8
2025-07-24,Signature Coffee,1
2025-07-25,Americano,2
2025-07-25,Avocado Coffee,6
2025-07-25,Capuccino,8
2025-07-25,Hazelnut Coffee,2
2025-07-25,Kopi Aren,10
2025-07-25,Kopi Pandan,1
2025-07-26,Americano,3
2025-07-26,Avocado Coffee,1
2025-07-26,Butterscotch Coffee,1
2025-07-26,Capuccino,6
2025-07-26,Hazelnut Coffee,3
2025-07-26,Kopi Aren,10
2025-07-26,Matcha Coffee,6
2025-07-26,Rum Coffee,1
2025-07-26,Strawberry Coffee,1
2025-07-27,Americano,3
2025-07-27,Avocado Coffee,1
2025-07-27,Butterscotch Coffee,2
2025-07-27,Capuccino,3
2025-07-27,Espresso,1
2025-07-27,Hazelnut Coffee,1
2025-07-27,Kopi Aren,10
2025-07-27,Kopi Pandan,2
2025-07-27,Rum Coffee,1
2025-07-28,Americano,5
2025-07-28,Avocado Coffee,1
2025-07-28,Butterscotch Coffee,3
2025-07-28,Capuccino,4
2025-07-28,Espresso,1
2025-07-28,Kopi Aren,8
2025-07-28,Rum Coffee,2
2025-07-29,Capuccino,7
2025-07-29,Hazelnut Coffee,2
2025-07-29,Kopi Aren,8
2025-07-29,Kopi Pandan,2
2025-07-29,Rum Coffee,1
2025-07-30,Americano,2
2025-07-30,Capuccino,3
2025-07-30,Hazelnut Coffee,2
2025-07-30,Kopi Aren,7
2025-07-31,Americano,1
2025-07-31,Butterscotch Coffee,1
2025-07-31,Capuccino,8
2025-07-31,Hazelnut Coffee,1
2025-07-31,Kopi Aren,8
2025-07-31,Matcha Coffee,1
2025-08-01,Americano,5
2025-08-01,Butterscotch Coffee,1
2025-08-01,Capuccino,1
2025-08-01,Espresso,1
2025-08-01,Hazelnut Coffee,2
2025-08-01,Kopi Aren,12
2025-08-02,Americano,3
2025-08-02,Butterscotch Coffee,1
2025-08-02,Capuccino,5
2025-08-02,Hazelnut Coffee,1
2025-08-02,Kopi Aren,14
2025-08-02,Rum Coffee,1
2025-08-03,Americano,4
2025-08-03,Avocado Coffee,1
2025-08-03,Butterscotch Coffee,3
2025-08-03,Capuccino,7
2025-08-03,Espresso,1
2025-08-03,Hazelnut Coffee,2
2025-08-03,Kopi Aren,5
2025-08-03,Kopi Pandan,2
2025-08-03,Rum Coffee,1
2025-08-04,Americano,3
2025-08-04,Avocado Coffee,1
2025-08-04,Capuccino,4
2025-08-04,Kopi Aren,6
2025-08-04,Signature Coffee,2
2025-08-05,Americano,3
2025-08-05,Butterscotch Coffee,1
2025-08-05,Capuccino,3
2025-08-05,Hazelnut Coffee,2
2025-08-05,Kopi Aren,6
2025-08-05,Matcha Coffee,1
2025-08-05,Signature Coffee,2
2025-08-06,Americano,3
2025-08-06,Butterscotch Coffee,2
2025-08-06,Capuccino,2
2025-08-06,Hazelnut Coffee,1
2025-08-06,Kopi Aren,15
2025-08-06,Kopi Pandan,1
2025-08-06,Rum Coffee,1
2025-08-06,Signature Coffee,2
2025-08-07,Americano,2
2025-08-07,Avocado Coffee,1
2025-08-07,Butterscotch Coffee,1
2025-08-07,Capuccino,1
2025-08-07,Hazelnut Coffee,2
2025-08-07,Kopi Aren,13
2025-08-07,Matcha Coffee,1
2025-08-08,Americano,1
2025-08-08,Butterscotch Coffee,2
2025-08-08,Capuccino,5
2025-08-08,Hazelnut Coffee,3
2025-08-08,Kopi Aren,11
2025-08-08,Matcha Coffee,1
2025-08-08,Signature Coffee,1
2025-08-09,Americano,11
2025-08-09,Butterscotch Coffee,1
2025-08-09,Capuccino,10
2025-08-09,Kopi Aren,16
2025-08-09,Signature Coffee,3
2025-08-10,Americano,4
2025-08-10,Capuccino,7
2025-08-10,Espresso,1
2025-08-10,Hazelnut Coffee,3
2025-08-10,Kopi Aren,3
2025-08-10,Matcha Coffee,1
2025-08-10,Signature Coffee,1
2025-08-11,Avocado Coffee,1
2025-08-11,Capuccino,1
2025-08-11,Hazelnut Coffee,3
2025-08-11,Kopi Aren,6
2025-08-11,Signature Coffee,1
2025-08-12,Americano,2
2025-08-12,Capuccino,6
2025-08-12,Hazelnut Coffee,3
2025-08-12,Kopi Aren,5
2025-08-12,Rum Coffee,1
2025-08-12,Signature Coffee,6
2025-08-13,Americano,3
2025-08-13,Butterscotch Coffee,2
2025-08-13,Capuccino,2
2025-08-13,Hazelnut Coffee,1
2025-08-13,Kopi Aren,7
2025-08-13,Signature Coffee,2
2025-08-14,Americano,4
2025-08-14,Capuccino,2
2025-08-14,Espresso,4
2025-08-14,Kopi Aren,11
2025-08-14,Signature Coffee,1
2025-08-15,Americano,5
2025-08-15,Butterscotch Coffee,1
2025-08-15,Capuccino,6
2025-08-15,Espresso,1
2025-08-15,Kopi Aren,20
2025-08-15,Kopi Pandan,1
2025-08-15,Matcha Coffee,1
2025-08-15,Signature Coffee,1
2025-08-16,Americano,3
2025-08-16,Avocado Coffee,1
2025-08-16,Capuccino,3
2025-08-16,Espresso,1
2025-08-16,Hazelnut Coffee,2
2025-08-16,Kopi Aren,6
2025-08-16,Kopi Pandan,1
2025-08-16,Rum Coffee,1
2025-08-16,Strawberry Coffee,1
2025-08-17,Americano,5
2025-08-17,Avocado Coffee,1
2025-08-17,Butterscotch Coffee,1
2025-08-17,Capuccino,7
2025-08-17,Espresso,1
2025-08-17,Hazelnut Coffee,2
2025-08-17,Kopi Aren,23
2025-08-17,Oat Latte,1
2025-08-17,Signature Coffee,1
2025-08-17,Strawberry Coffee,1
